ID	sentiment	sentence
7613	pos	remember friday specials ~ 50% off of any intuitive session booked on friday ~ twitter friends only URL
7614	pos	office work today!! yippy! whatever.. 
7615	pos	@ you guys were so good at wod! get some well deserved rest 
7616	pos	@ haha yes sounds like a plan ahh super excited!!
7617	pos	@ it sure is lifts the spirit and makes you smile 
7618	pos	@ hey there texas is cold! the music is going good. i havent had time to do much with it lately because of school though ):
7619	pos	@ hey there! nice to meet you 
7620	pos	@ i hear ya... i am still up from working an overnight... guess how cranky i am? loll smile...love is in the air... loll
7621	pos	@ i'm on ulimited texts, i'm a serial texter! 
7622	pos	@ 2006! 
7623	pos	@ ad campaign won gold for integrated campaign at the abby's 
7624	pos	good morning 
7625	pos	@ - good luck today i'm sure you guys will be great as always!!
7626	pos	@ tha bitch is back! grapjehoor!
7627	pos	a yest ! corrig� 
7628	pos	@ oh, no - one of those days! i hate those days. tomorrow will be better, it usually is 
7629	pos	@ hello sexy - give me a right as soon as you can love you xx
7630	pos	anyone gunna join me for a bit of jeremy kyle soon 
7631	pos	photoshoot with liz harlow @ 11am til forever, hit me up if you want to help out/record video 
7632	pos	@ didn't speculate any such thing. i just want it to be acds because @ can't stop whining about them. 
7633	pos	can't believe it is snowing in buffalo. just my luck. 
7634	pos	@ maybe i should just ask for better summer show wearing weather? nothing else has seemed to work on warming things up 
7635	pos	@ lol ask him 2 do the rap katie xx
7636	pos	@ good morning mync! 
7637	pos	@ cheers tess - and thanks 4 your support - know you've retweeted us a few times 
7638	pos	i forgot how satisfying a cold slice of pizza is mm
7639	pos	@ darnell asked me to go to that! cant make it though, have a good time 
7640	pos	my mum's parents are wonderfully sarcastic. now i know where i get my sense of humour from 
7641	pos	relaxing, listening to music, home alone, the perfect way to spend a half term 
7642	pos	@ turbo tax works wonders! good luck! 
7643	pos	@ haha i thought you don't like to get a sun tan.
7644	pos	@ thank you ma'am ur lil lecture made @ a live blogger. i wonder what can u do with world leaders with dat charm ;)
7645	pos	absolutely over the moon at my client's beefy coverage in telegraph this morning 
7646	pos	-yawns- good morning tweeties 
7647	pos	@ you can come over for extra litter or cat food anytime 
7648	pos	dinner last night thanks to grand national winnings ye-ha!
7649	pos	oldest woman is 115 years old! she lived to see both 1900 &amp; 200 come in. her complaints - arthritis and non crispy bacon - gotta love it 
7650	pos	@ they're pretty good stats - i'm very interested... looking at your site now 
7651	pos	just for @ to email round his dep't URL another blog entry: workload manager policy in xml format - part ii
7652	pos	@ correction were all screwed for 2 years 
7653	pos	its ok its working. 
7654	pos	gotta get up, dressed &amp; be productive. lots to do today! have a fantastic day everyone!! 
7655	pos	hi @ - the phones are not so good either ;-) URL and i thought telstra was just crappy here 
7656	pos	@ i'm so glad!! it always puts me on a better mood too 
7657	pos	inlezen in openofficeplaza 
7658	pos	is so happy 2 too home 
7659	pos	@ of course tuscany &amp; the amalfi coast r marvels of epic proportions. don't make me choose. lol. what about u?
7660	pos	i hate cold. not even kidding. today is going to be a good day. i can see it now 
7661	pos	@ *hugs* then it can only get better? 
7662	pos	is going to read howl's moving castle which is awesome 
7663	pos	gettin ready &amp; goin to kayla's with crystal! hit me up 
7664	pos	@ very fun! i'm super jealous... 
7665	pos	@ wow, thanks for the referral, greatly appreciated thought you might enjoy this URL
7666	pos	@ klaxons song sounds amaze 
7667	pos	@ well said 
7668	pos	@ hey shauna, tried direct reply but it wasn't working. all good here and u? the dock on twitter...times they are achanging 
7669	pos	thinks new moon needs to come out already! 
7670	pos	@ great! enjoying spring break week with my kiddos and also trying to get some work done! what's next on your race agenda? 
7671	pos	@ - got me there~!
7672	pos	fooling around with 1/2&quot; cold rolled today! yay 
7673	pos	@ tell rove he should pimp his own shows on twitter, it's not that hard to come up with 140 chars 
7674	pos	@ loved it!! cant wait for next week! 
7675	pos	good morning! wow, temperatures dropped 25 degrees in one day in south florida! yesterday was 83, now its only 58! at least its sunny. 
7676	pos	good morning! twhirl is acting wonky, not getting replies and dms right away. anywho, posting some new finds b4 a client meeting this am. 
7677	pos	'morning twitterers! i wish everyone a peaceful and productive day. enjoy! 
7678	pos	@ you're welcome. 
7679	pos	&quot;yesterday a hurricane blew away my long red cape.&quot; - priscilla ahn, she's freaking amazing. 
7680	pos	@ saw you in adelaide. you were hell good. p.s i know that has nothing to do with what you said 
7681	pos	wow, i managed to spend 30 min working on not-work-related stuff and i'll be leaving office in about 20min anyway. at least i hope so...
7682	pos	when my dad's gone back to work then i'll go and do my room some more... until then i'm not budging from playing bouncing balls 
7683	pos	ended up watching 3 dsquared2 fashion shows... wahehe... 
7684	pos	@ much luv to the c3 girl: charming carey cannon girl. we luv u! and hows your husband, the c4: charming chairman, cannon carey 
7685	pos	is incredibly excited that she'll be puppeteering with doug horley at celebrate! 
7686	pos	@ it doesn't mean your comic sucks, it means that your dad is your best friend and #1 fan 
7687	pos	@ very severe passport shot!! 
7688	pos	@ thanks cindy. just called it how i see it. thanks for asking a great question inspired by @ @ @ 
7689	pos	pretty colors of springtime flowers! you can't help but feel happy! &quot;mahi mala&quot;: URL
7690	pos	@ all im gonna say is #5...................#19. thats all im sayin have a great day buddy!
7691	pos	morning fam.....hope you all have a blessed and productive day 
7692	pos	@ yow! mine's in ny but i don't look after him anyhow 
7693	pos	@ can i get a bahm chick a wa wa.... 
7694	pos	excellent ya .. ^^ i'm surrounded by lots of loveble people ? ~ simply likeable~
7695	pos	@ hell! you deserve them! cute and the best chef ever what else can we wish?
7696	pos	@ lovely! a contender for matt &amp; nat handbags perhaps? although not vegan. will try put it up this week 
7697	pos	@ yeah... i guess the world needs a scapegoat. 
7698	pos	@ your welcome! 
7699	pos	@ after the symfonians' 500 apps, there are 500 symfony plugins listed 
7700	pos	i just found out this morning; computer rangers is now a microsoft gold certified partner....not many small computer shops can say that! 
7701	pos	@ haha, i thought we were both 15. hahaha. 
7702	pos	@ i have but i read it again, good times 
7703	pos	good morning good people of tweeterville!! i hope you all had a great nights sleep! 
7704	pos	alright fellow tweeters! gonna call it a night just want to say i appreciate all of you and i am grateful for all y'all night
7705	pos	we watched the beatles: love cirque du soleil last night. amaziing. pure awesome. 
7706	pos	check this video out -- brad paisley then URL love his voice 
7707	pos	have my facebook page full of posts and updates and images from my old company #homeindia.com. feel so nostalgic 
7708	pos	now that's facial hair laura childs URL
7709	pos	@ yeah weird being off-line for so long. assume world down under continues fine without me 
7710	pos	@ yes more than most you need to work with groups we are 3. a name for our co-op office maxims: URL
7711	pos	good morning! it is currently 39 degrees outside, so bundle up! .. where'd i put my coats, anyways? 
7712	pos	@ im having dinner now hon, talk 2u later ok 
7713	pos	@ i didn't even know the saturdays could sing! i loved that cover nope haven't heard franz ferdinand live lounge - linkage please!
7714	pos	@ hello man. loving the pic, is that your expensive lizard? im getting a goldfish named after you. hopefully it will live. 
7715	pos	@ i hope you feel better soon. don't let those early starts get to you 
7716	pos	@ aww only 4 hours left to go xx
7717	pos	is about to leave his house for new york! is he missing anything?
7718	pos	@ you too sweetie 
7719	pos	is pressing on in the study .3 speaking engagements this week ,the first of which is tonight .. it's all about &quot;joy&quot; tonight ..so smile 
7720	pos	revisited my love for the zombies song the way i feel inside 
7721	pos	lovin' the 'block' function! out of sight, out of mind 
7722	pos	i do actually love all the stuff i bought at hurley the other day, i spent far too much, but it is totally worth it 
7723	pos	i think it�s funny that spam twitters follow me when i post stressful tweets... taking advantage of my vulnerability or what 
7724	pos	realized something. and she'll tell chu...later. &lt;.&lt; unless she forgets.
7725	pos	&quot;things turn out best for the people who make the best out of the way things turn out.&quot; -art linkletter 
7726	pos	today's odd spot: babies have the strongest sense of smell. they can recognise their mothers by scent. nah, i think they feel the love 
7727	pos	@ aww.. it's ok. i get a 5 days weekend next week. how are ya?
7728	pos	ah... sold yet another #mssurface machine. we're not making money on that, but we also sold the project for the software 
7729	pos	@ yes - i've experienced that one .... 
7730	pos	i visited the conclave today! i really like that place, but it is always so quite. however, today i had some catching up to do. 
7731	pos	@ cocaine is a hell of a drug 
7732	pos	chicken roll menu for luch today.. i know, not very healthy, but from time to time it's not that bad.. 
7733	pos	is supposed to be writing her drama coursework but is failing miserably. she blames lydia (in a nice way) 
7734	pos	just got back from the orthodontist, and from morrisons to buy twilight woop!!
7735	pos	@ i know! 
7736	pos	@ get back up on that balance beam called life or i'm gonna kick you in the head and toss you over the pommel horse! 
7737	pos	@ yes, #followfriday is a great little invention; whose invention exactly it was, i have no idea, but it's pure genius. 
7738	pos	in other news, ez link card was found and returned after 3 days. praise god 
7739	pos	for the record twitter updates from my phone randomly from weeks ago! sorry 
7740	pos	oh yes, and hello to my new followers. nice to tweet you 
7741	pos	has no homework today! URL
7742	pos	@ yup, i'm vegan. i had extra garlic butter [well, fake butter] with it. 
7743	pos	@ when we were in japan, they had these cotton robes that we wore after we showered. so comfortable and warm 
7744	pos	hop up out the bedd... turn my swag oonn!! lol... morning loves!! 
7745	pos	messing with ryan sending him txts from vzw.com 'from god' is always fun 
7746	pos	having a moment with the sun-hooray sun! see you in 28 years 
7747	pos	@ &gt;&gt;also a strange bit uneasy. i can be flypaper for freaks, you know. 
7748	pos	@ lol!! i mean my whole world would crash if u pulled a &quot;crying game&quot; on me :/ hehehe. so what's ur fav. movie? 
7749	pos	@ you know what entertains more, colin firth singing. 
7750	pos	going back to bed for 2 hours 
7751	pos	@ what's ur favourite flavour jelly bean? the black ones rule. no1 else likes them...which is good...4 me 
7752	pos	@ i made you some coffee for when you get up love you &lt;3
7753	pos	@ translation please. 
7754	pos	i be dangling me lucky charms! 
7755	pos	doing some brooke white research! ) searching for pictures and articles 
7756	pos	@ your fb friends do that too? i just click my magic button instantly : hide feed 
7757	pos	gonna bring a reeally old broken phone to school , and say its mine 
7758	pos	@ lol! i have no idea now. i don't remember, but you twittered something &amp; i wanted to go. 
7759	pos	got my scottish cup semi-final tickets today c'mon the bairns!!
7760	pos	@ your music is now playing on tv and the radio in australia now. it took alot of requesting but we did it 
7761	pos	ahh, what a way to start the morning - parked the car then ran like crazy to the train platform in 30 seconds flat. whew, i made it! 
7762	pos	@ yay! bring your dancing shoes - it's all gone hardcore dancefloor hear xx
7763	pos	@ seriously? you just do not seem the knitting type if there is such a thing... 
7764	pos	i just watched a show on mtv about dudes who are competing to be brodie jenners friend he looks like early hasstlehoff.
7765	pos	is tired and in bed nice and toasty thanks to my new heater 
7766	pos	live psychic radio and 100% free &amp; confidential readings start at 7pm east/4pm west with cheryl anne tonight. call 88-454-2751 at 7/4 
7767	pos	brr... good morning everyone if you're in the mountains and have good snow pics email amywoodtv@gmail.com
7768	pos	@ i hath joined... now my love you for is complete... 
7769	pos	@ haha actually i was running some errands around orchard ... just random snapping 
7770	pos	i lost another 5 pounds last week. only 30 more to go! :\
7771	pos	@ blame on holly, little sock-devil 
7772	pos	URL - pt copii
7773	pos	@ well done on becoming a true introvert!... 
7774	pos	everyone add this URL it's me 
7775	pos	@ nevermind - it is just me 
7776	pos	@ that sounds like a very nice life you live, im a people watcher too, thats why i love twitter, you can watch all kinds of people 
7777	pos	dragging myself into work. glad its a short work week 
7778	pos	cause i know the place where the sun is always shinning. and i won't forget the face, the one who's gonna keep me smiling 
7779	pos	@ bad luck i blame the geeks 
7780	pos	@ blimey! that's quite an honor. and slightly odd. but an honor nonetheless. 
7781	pos	@ hey whats up?! i'm at grand central in ny omg! i can't believe it yet =p yay! xoxo
7782	pos	@ from starbucks? i had that one time before it was good 
7783	pos	is sick and tired of being sick and tired 
7784	pos	@ thx think they were stunned by the fact i wove with sewing thread rather than knitting yarn. 
7785	pos	@ you realize decaf might change your sour disposition in the mornings 
7786	pos	@ thank you... the store is called vowinckel URL it's right near the zeil...
7787	pos	finally finished homework...off to bed now 
7788	pos	@ by the end of that day i will have seen atl four times hahaha. lolmylife. you get to meet my little brother 
7789	pos	cant wait to go see miley tomorrow in nyc!! 
7790	pos	@ hahaha, do you like it, huh? 
7791	pos	@ rooly! *hug* whassup, bro 
7792	pos	@ hey! sent you some pics to your podcart email. hope you get them alright 
7793	pos	i think that it is time for a morning cup of coffee, to start the day out right. extra strong with two lumps please! 
7794	pos	@ bout time 
7795	pos	@ @ @ good morning! 
7796	pos	@ ull get used to it and u will even think its too small..ive got 46 inch for a while and cant stop thinking to buy a bigger one 
7797	pos	@ hehe i know i do find double tweets from some accounts, but it's rare.
7798	pos	9:55am i will offically be older. happy bday to me 
7799	pos	@ URL - you appear to have no facial hair. and you're naked, and a loser! xx
7800	pos	@ re: reactivity can b a struggle sometimes 2 bite the tongue especial. with my cheeki nature lot of inner resistance, i try 
7801	pos	morning! had a great day. meet a new manager. she is sweet and nice. my old jerk manager is gone forever!
7802	pos	@ thank you so much, angel! i'm probably being too harsh on myself 'cuz i'm always trying to be superwoman! hehe love ya,too! 
7803	pos	i woke up in a really good mood 
7804	pos	@ ha! thanks. all facts to help me win a million if i ever get a shot at jeopardy. 
7805	pos	got 12 hours of sleep! busy day today 
7806	pos	gonna make it a dress day 
7807	pos	@ you suck! eff off!! 
7808	pos	is going to bob dylan concert tonight 
7809	pos	i'll take her to see the ducks later! 
7810	pos	i didn't have to scrape much today! i really really want to write right now. i have the dancing scene written out in my head...
7811	pos	@ haha well mine arrived today! seeing you soon! just need to book in advance to try and get cheap tickets... council work?
7812	pos	@ mr. lee has more important things to do than update his twitter. but a spike night sounds good 
7813	pos	i think i had enough for today, masyado ng masakit ulo ko sa kakalikot ng wp na ito tsk. rest muna 
7814	pos	@ the video. 
7815	pos	afternoon tweeps! 
7816	pos	@ oh crap! i'm sure they won't dare charge for customer care in india though 
7817	pos	@ i'm in clifton park. (i'm also @ 
7818	pos	i think i should give up on trying to &quot;get&quot; social media and instead get on with my job. oh well URL
7819	pos	@ thx for link. will it scare me or make me want a tongue piercing? 
7820	pos	i am in work ...... on my dinner and the food in the canteen is not appealing to me today .. stupid diet 
7821	pos	i'm thinking tomorrow will be harder than today. tomorrow for sure i'll be counting down the hours til the work day is over. 
7822	pos	@ yes... (but without the cheese!) 
7823	pos	dinner: celery with tons of hot sauce, chili powder, cayenne pepper and paprika + an apple
7824	pos	@ i just sent the link. sorry 
7825	pos	enjoying this wonderful weather with 20�c while learning for the final step... 
7826	pos	@ thanks for having a look at that. anton just walked in and i was worried but turns out he doesnt need the thing today 
7827	pos	@ hahahaha! the one with peace sign shirt is my twin 
7828	pos	@ you're welcome 
7829	pos	@ did it. done it. doing it tomorrow. 
7830	pos	watching this is england for film studies, can ignore the violence for the brilliance of british independent film. and 80s fashion 
7831	pos	@ fearne!! so good to see you here! i've been following your work since ages! 
7832	pos	@ hi joe! i see you have come to join the craziness here 
7833	pos	@ er, think that was me! ans: kevin mccloud. my email: annie_hall200@hotmail.com thank you! keeping everything crossed! 
7834	pos	@ done! and you're my first digg 
7835	pos	@ yeah, you don't have to with nasturiums, but it helps caution - don't like transplanting - be very careful when you do.
7836	pos	@ i'll sneak into his room on thursday while he's having breakfast 
7837	pos	@ you forgot to put your clock back? twitter says your midnight message was....an hour before midnight. 
7838	pos	lol no im not 
7839	pos	short stack tv marathon 
7840	pos	who are some good people to follow?? any ideas anyone?? 
7841	pos	@ that is tax money well spent. damn, which reminds me...i need to stop procrastinating and do mine :s
7842	pos	@ yay you rock 
7843	pos	@ thank you i love your clear pools necklace!
7844	pos	changed font from 11p to 12p --&gt; 118 pages yea! quantity is there now. few more days left to care about quality!
7845	pos	@ thanks so much oh, it's just a store label malbec - but pretty good i have to say...
7846	pos	@ please record &amp; post audio for &quot;shriek like a little girl&quot; could make a fun ringtone. 
7847	pos	procrastinating... 
7848	pos	@ you love that i'm naked and i just went in the shower so ha!! and you love losers cos you keep talking to me 
7849	pos	@ lol, that makes me happy! when he was in college my bro introduced it to me. one of the many things his education taught him! 
7850	pos	@ i like to think of it more like a mass dump. but yes, i think unfollow is the technical term 
7851	pos	@ thank you! 
7852	pos	we all know - short stack 
7853	pos	okaayy, for a newbie, i kinda like twitter now. yeah, you heard it! gotta go now. so, i'll see u guys tom. then? nyt. i'm out. :-h
7854	pos	right people - everyone follow @ - she's a nice lady 
7855	pos	lunch time! 
7856	pos	im not going to school today!
7857	pos	@ i was a little worried when �10 = us$4.50, but when it told me that �10 = �3.06 i really started to worry. 
7858	pos	i kept myself awake by asking some tantalizing questions the corporate presenter loves me 
7859	pos	@ 
7860	pos	@ thank you. #twittypop
7861	pos	@ ...times xd sorry, if u think i'm crazy. i'm not. i'm just ur biggest fan 
7862	pos	strong winds, lightning, smashing doors and heavy rains on the way for sure.. if you're in #cochin, and outside, better hurry up... 
7863	pos	back to the work. hopefully get a chunk of assignment done. 4 followers til 400 thanks. tweet soon 
7864	pos	looking forward to the weekend, time to be spoilt with affection xx
7865	pos	no housework day today...yippee! i wonder if martha stewart still does housework on no housework day?! count me out! kim
7866	pos	@ yep, you're on here... 
7867	pos	@ alot of fuun, you should join me hehe
7868	pos	@ lol! thank goodness it wasn't. 
7869	pos	having fun and working side by side by the way, enjoyed the drama last night in my college ;)
7870	pos	looking for a good recipe for tiramisu. if you have one, tell me plz. hosting big dinner tonight 
7871	pos	i know, i know i have been slacking on my twitter updates. but its hard out here for a pimp! lmao! getting the tot ready for daycare 
7872	pos	@ when i stop reading or when god tells me to go. 
7873	pos	nice, you tweet from bergen norway, kuwait city, florence italy, buenos aires argentina, tokyo, its like &quot;twitter colours of benetton&quot; 
7874	pos	seems to have visitors from all over the world viewing his blog, though not very frequently. but that's a good sign! thanks for visiting! 
7875	pos	ext js today 
7876	pos	my 18mo is a genius! she is counting from 1 to 6! (usually skipping 5 
7877	pos	right eaten some toast with jam not had that for ages, hmm now i can think... lets watch rest of harry potter 5 
7878	pos	trying to think of names for my kitties. we have 6 without names. one is carmello. thank you dest! 
7879	pos	looking forward to a few days off for easter 
7880	pos	eating a bagel w/ cream cheese while watching music videos oh yeah, and missin my wittle cuppycake
7881	pos	URL i was looking to get out of the house without spending all my money and remembered this 
7882	pos	@ i'm down and could use the break see you at 1pm at breadline!
7883	pos	@ my sister needs to know what to bring easter - i say make her cook lol 
7884	pos	all engines are go :-d will be interesting to see where uschoolme goes. just remember it all started here 
7885	pos	fresh from the editing room URL im so tired had a long day.. but i gotta finish editing videos
7886	pos	sorry i posted so many wonderful giveaways yesterday URL please take a few minutes to enter, lots of gift cards!
7887	pos	trying @ .. till now i am impressed with this one who doesn't use adobe air, true #linux or rather #gnome product #gwibber
7888	pos	@ love to hear what the coach had to say to him when he came back to the sidelines. 
7889	pos	@ that's probably the best question from last night. when you have 6 time outs- use them. at the same time, i'm not complaining. 
7890	pos	@ i already have twhirl . and i will for the other one now thanking you sir
7891	pos	wants a passion tea lemonade. extra lemonade 
7892	pos	@ i'm well still making ready4 race day 
7893	pos	is handmade goodness at the moment xx
7894	pos	@ well ... if it does release thu ... and you have finite scope ... where is effort best put? despite the jerk. 
7895	pos	bei ikea in ludwigsburg. URL
7896	pos	@ what is tweet deck? i am not stalking everyone just those that ask me too...oh and @ you must follow the rutter. 
7897	pos	@ dogs are put on this planet to protect us from an invading alien force - cats... 
7898	pos	@ have a fab time in geordie land mi dear! don't get up to too much mischief!! ;) xx
7899	pos	@ i think simon has been without a cigarette for three weeks now, so if you need encouragement, talk to him 
7900	pos	it's ice cream time love spring
7901	pos	@ good luck on your new album x
7902	pos	@ let me know if it works 
7903	pos	@ he was telling me how convo went &amp; i said wait, was the po worker male? &quot;yep.&quot; ...enough said heck, i'm using 'em! funny story!
7904	pos	rails can be so handy 
7905	pos	westminster? i think so just passed regents park
7906	pos	@ coz, idk. but i made it better naw, he does not. he's lame, haha ^^
7907	pos	@ lol, i'm glad to see everyones avatars reappearing! 
7908	pos	@ aw she sounds so cute! 
7909	pos	@ brownies are good any time of day 
7910	pos	5:07am..in the comfort of my bed..studio was great..mr.claus&amp; bobbie 2getha are bananas(good)..now i sleep..atleast try. love.live.life 
7911	pos	@ love ur pic. nice glasses 
7912	pos	my dad's gps died... trying to decide which new model he would like best. tough decision even for me. 
7913	pos	@ &lt; add brad he likes the little mermaide 
7914	pos	@ the make up line is very exciting!! it's really going to open doors for us and the company. 
7915	pos	@ lol some people are so outdated 
7916	pos	@ - i wasn't kidding about the beads; my girlfriend loves 'em, but feels embarrassed about getting them 
7917	pos	@ happy birthday (for monday). thanks for the cakes in the office nom nom nom
7918	pos	@ you are welcome i've also blogged on tracked tweets
7919	pos	@ haha! all i know with twitter is how to tweet streams of cack! that's why i need &quot;delete&quot; functionality! i tweet before i think
7920	pos	@ URL - maybe because it looks communist? 
7921	pos	at my appointment. after this, i head for tottenham court road and my date 
7922	pos	@ same thing phillies phans! 
7923	pos	@ really geeks 
7924	pos	i love that my lil 1 said i am a genius because i found her teddy for her - aaww 
7925	pos	@ yup i just had to get that out of my system, haha
7926	pos	@ i have room for you near maastricht. only 3 hrs drive from paris 
7927	pos	of to the cage music quiz tonite. we *may* just have a chance as we are bringing along a dj. 
7928	pos	@ congratulations!! ive been following that movie...it looks like a very good production...i look forward 2 seeing it good luck!
7929	pos	@ lol pain is good. that means they're fixing you up! you and your creaky bones....lol
7930	pos	back to work today 
7931	pos	@ i might be - work permitting. will let you know. 
7932	pos	@ if you ever need a fellow elder or sunday school, education, youth guy then i would be your man but can't sing worth a lick 
7933	pos	)@ampuria im bayerischen wald 
7934	pos	@ i was gonna go alone. haven't done it in 5 years. blame coldplay and oasis. guess we're the only ones. 
7935	pos	do i have to go to work today? can anyone write me a note? 
7936	pos	@ thanks for the recommendation patrick 
7937	pos	good morning sunshine! 
7938	pos	lovely sister visiting with my 5ft 11&quot; nephew (14yrs and growing like a wild flower) 
7939	pos	@ i have 2 cats that do that. 
7940	pos	@ free francesca, fantastic family fun, food, and fellowship and did i say free? 
7941	pos	@ hah thanks for that... i really meant whenn is school over... may 9th the fun begins 
7942	pos	checking myspace while looking at bands from different states so i can add them as friends on myspace i love music!!
7943	pos	@ good luck!! you're goin to be great!! 
7944	pos	quite likes eminem's new song, make take a few listens tho. still blaring &quot;number one&quot; out the car tho 
7945	pos	i am looking forward to at&amp;t uverse arriving today. 
7946	pos	@ have you seen the way cats look at you? they ar planning on taking over the world. but their cunning plan is thwarted by dogs 
7947	pos	@ happy birthday, hombre! i celebrated mine with some athf 
7948	pos	@ indeed! takes the mind off the exercising, which i guess could be good or bad. fwiw, i'm enjoying them. 
7949	pos	@ me too- our anniversary is tomorrow (9 yrs) so it would be really cool if she went tomorrow 
7950	pos	@ womens prayer this am...tomorrow is mens 
7951	pos	@ i now suspect the twitter pics might be due to their website designer, mayhap...
7952	pos	loves listening to moon river - louis armstrong when she is going to bed 
7953	pos	@ get well mr ace producer/director could you send some juice my way tomorrow night at 10pm on itv2 please!?
7954	pos	@ umm...how about &quot;hello world&quot;...keep to your it roots 
7955	pos	@ of course.. have fun! 
7956	pos	new design added to the gallery : URL keep submitting 
7957	pos	@ dayton ohio tea party held at courthouse square, downtown dayton. 
7958	pos	@ welcome to the club! 
7959	pos	follow @ that's elise 
7960	pos	@ @ is searching for you, i'm sitting on the sea wall in a fedora. 
7961	pos	@ thanks for the follow! 
7962	pos	is now back in my room at portsmouth 
7963	pos	@ ooh! is you across the pond then? 
7964	pos	glu talk was good! but my dad is being crap about it...:s stupid assface! &gt;&lt;
7965	pos	mi-am tras destroytwitter it looks superb 
7966	pos	@ i think your just fine 
7967	pos	my lil bro woke me up. then my mom told him to wake me up yay to wake up calls!
7968	pos	has washed her baby aerox, i think a nice scoot in the sunshine would be perfect about now 
7969	pos	i find alot of ratatat stuff samey samey, but this stands out for me, love it ? URL
7970	pos	@ thanks dingg &lt;3 ... have a wonderful tuesday 
7971	pos	i can't wait to go shopping with my best friend!! 2 hours!! yay!
7972	pos	i have the best friends... jenny, you made my day and always do 
7973	pos	@ yay! fanks 
7974	pos	eating krakers remembering that fast food is poo 
7975	pos	maybe it's time to start planning that photography bbq i've been thinking about 
7976	pos	@ fine thanks sorry 4 late replay!! what are u doing...i'm going to do shopping!! i love it!! love u xoxo
7977	pos	oh! no! please matt save it! 
7978	pos	up super early this morning. been up a few hrs. now w/the hubby on his first day at the new internship 
7979	pos	just finland my lunch and my first tweet of the day 
7980	pos	happy birthday to my grandpa. he has 3 cats, but i still love him. 
7981	pos	is off to ob clinical. hopefully i get the c-section patient! 
7982	pos	@ uipii, e l� vou eu... brigadu 
7983	pos	@ so helpful! i especially like &quot;be extra careful not to light the towel or yourself on fire.&quot; thanks!
7984	pos	new design added to the gallery : URL keep submitting 
7985	pos	URL good times. watch itt about to hit the hay
7986	pos	woohoo! i won the free money finance march madness tournament by two votes! i guess getting my in-laws to vote was a good idea! 
7987	pos	@ aww sorry you had the mishap. how's your recovery going? have a good day, j. 
7988	pos	@ heres a virtual one - not as tasty but far easier on the hips. nice to tweet you btw 
7989	pos	@ cool. we just had welsh nhs dr alun jones in perth on rsrch into patient shame. happy to share audio when kids r fed etc. 
7990	pos	@ at the time it was more $. but probably now that mine is booked it will be less always happens that way
7991	pos	@ she lives in denver, but is coming to il in a month or two and we're headed there to see her 
7992	pos	fresh strawberries, blackberries, and a chicken biscuit for breakfast. work is going well. life is good! 
7993	pos	finish almost everything......so can't wait 4 2morrow......gotta look pretty!
7994	pos	@ thanks buddy 
7995	pos	@ re twitter'd @ for cold altanta: suggest ya negotiate deal in which calories are left in cyber space! 
7996	pos	@ what kind of new toys? very anxious to hear your beautiful voice on the new song!its ridiculous how amazing your voice is
7997	pos	@ good morning todder!! look i'm tweeting. 
7998	pos	too many late nights are catching up with me...need to go to bed! good night twitterers 
7999	pos	oh my god i slept horrible, the dorms are so hot blarghuberhudsf;df. luckily i have pumpkin apple walnut muffins to make me better 
8000	pos	is about to what a doco with the boy on vampirism...woohoo.. 
8001	pos	@ i have to wait until i get to lazboy- my 2nd home to get the java if in new york in syracuse it's pick a pair...ask for ruthie
8002	pos	@ ty its a lovely palette but tbh i don't think the pay off is quite as great as some of their other signature palettes
8003	pos	at work , getting a twitter account 
8004	pos	chillin' at logan airport, awaiting my flight to cincy. we beat the traffic coming in, and now i'm charging my iphone. 
8005	pos	@ i wish you a good year of being 24 it has been mediocre for me, but i know you will make the best of it! 
8006	pos	on the way to work... 
8007	pos	lunchtime.. then out all afternoon &amp; evening. will be back tomorrow - meantime, enjoy your day 
8008	pos	@ you don't like his glasses? give it a while longer, they will grow on you. 
8009	pos	off to make a youtube video in the park 
8010	pos	chillin @ home watching pdid on ellen ! 
8011	pos	@ aaww i taught her well then
8012	pos	free indie label sampler records at amazon? you gotta be kidding me. 
8013	pos	sitting in cineworld awaiting monsters vs aliens in 3d. got my specs on in anticipation. 
8014	pos	@ late reply i've not been on this properly in abit, you cool tho mate? 
8015	pos	@ if you have 2 golden retrievers you can never ever be bored 
8016	pos	it's too cold to play tennis. therefore i should not have to be at work. that's my feelings on the topic.
8017	pos	@ it's ok! totally diff biz plan. unless you want to do a viet truck now... 
8018	pos	@ yeah i hope i can make it too.. 
8019	pos	today is a research day...developing a questionnaire guide and then the interviewing begins! 
8020	pos	@ all sent duke!, thanks 
8021	pos	@ thanks... looks like i may be heading into the city tomorrow. 
8022	pos	@ its all good its a distant cuzzin
8023	pos	hey!! 
8024	pos	@ loved the podcast, thank you 
8025	pos	i wanna thank everyone who helped me get to 650 followers! thanks guys, you rock! 
8026	pos	@ i'm running in &quot;the big peach 5k&quot; here in atl on may 6th i do 2 races a yr- 1 in spring, 1 in fall.
8027	pos	@ thanks! same to you... 
8028	pos	exiled the tweetdeck - about to enjoy some fresh fruit 
8029	pos	@ i wish you a good year of being 24 it has been mediocre for me, but i know you will make the best of .. URL
8030	pos	adolf hitler had vista problems too .. URL
8031	pos	yet another 8 am...thankfully not doing anything but watching other people speak 
8032	pos	is new to this whole twitter thing but thinks she's gonna like it 
8033	pos	likes chilly mornings 
